124.112, 129.480, 1.032, 41.239 False
124.077, 129.479, 1.194, 41.339 False
123.927, 129.458, 1.680, 41.372 False
123.867, 129.449, 1.864, 41.468 False
123.658, 129.446, 2.345, 41.631 False
123.394, 129.465, 2.839, 41.736 False
123.080, 129.479, 3.346, 41.771 False
122.957, 129.480, 3.509, 41.878 False
122.583, 129.461, 3.913, 41.914 False
122.439, 129.454, 4.068, 42.014 False
122.013, 129.471, 4.413, 42.049 False
121.854, 129.483, 4.560, 42.148 False
121.382, 129.518, 4.939, 42.184 False
121.201, 129.528, 5.071, 42.288 False
120.679, 129.516, 5.335, 42.320 False
120.505, 129.507, 5.443, 42.416 False
119.973, 129.472, 5.668, 42.450 False
119.781, 129.461, 5.726, 42.547 False
119.228, 129.469, 5.724, 42.579 False
119.043, 129.481, 5.722, 42.791 False
118.476, 129.527, 5.685, 42.821 False
118.304, 129.539, 5.673, 42.908 False
117.819, 129.542, 5.557, 42.938 False
117.652, 129.533, 5.520, 43.033 False
117.135, 129.484, 5.454, 43.062 False
116.976, 129.468, 5.465, 43.154 False
116.476, 129.454, 5.406, 43.183 False
116.321, 129.461, 5.362, 43.274 False
115.840, 129.516, 5.262, 43.301 False
115.697, 129.535, 5.288, 43.389 False
115.230, 129.571, 5.332, 43.416 False
115.085, 129.572, 5.312, 43.500 False
114.644, 129.544, 5.161, 43.527 False
114.508, 129.525, 5.107, 43.610 False
114.100, 129.442, 4.921, 43.638 False
113.967, 129.410, 4.879, 43.721 False
113.577, 129.340, 4.689, 43.748 False
113.454, 129.327, 4.581, 43.948 False
113.025, 129.319, 4.076, 43.973 False
112.926, 129.326, 3.935, 44.052 False
112.638, 129.373, 3.480, 44.076 False
112.557, 129.393, 3.330, 44.155 False
112.322, 129.482, 2.881, 44.179 False
112.258, 129.512, 2.800, 44.288 False
111.991, 129.612, 2.738, 44.315 False
111.921, 129.629, 2.687, 44.398 False
111.711, 129.658, 2.446, 44.420 False
111.658, 129.661, 2.358, 44.502 False
111.475, 129.657, 2.097, 44.524 False
111.431, 129.652, 2.008, 44.604 False
111.280, 129.622, 1.743, 44.626 False
111.243, 129.611, 1.650, 44.708 False
111.120, 129.558, 1.365, 44.730 False
111.092, 129.541, 1.274, 44.808 False
111.001, 129.479, 1.155, 44.830 False
110.977, 129.462, 1.144, 44.908 False
110.884, 129.416, 1.249, 44.929 False
110.858, 129.406, 1.253, 45.132 False
110.735, 129.385, 1.178, 45.155 False
110.709, 129.383, 1.148, 45.257 False
110.601, 129.387, 1.001, 45.295 False
110.566, 129.392, 0.909, 45.376 False
110.496, 129.408, 0.791, 45.397 False
110.480, 129.413, 0.744, 45.473 False
110.428, 129.436, 0.630, 45.495 False
110.415, 129.443, 0.577, 45.571 False
110.374, 129.470, 0.517, 45.593 False
110.363, 129.478, 0.491, 45.673 False
110.325, 129.505, 0.466, 45.695 False
110.314, 129.513, 0.485, 45.775 False
110.272, 129.531, 0.536, 45.797 False
110.260, 129.534, 0.537, 45.873 False
110.219, 129.539, 0.515, 45.896 False
110.207, 129.539, 0.502, 45.970 False
110.172, 129.537, 0.457, 45.993 False
110.162, 129.536, 0.430, 46.070 False
110.131, 129.530, 0.383, 46.092 False
110.123, 129.528, 0.345, 46.293 False
110.092, 129.516, 0.293, 46.316 False
110.086, 129.513, 0.259, 46.395 False
110.067, 129.501, 0.228, 46.416 False
110.062, 129.497, 0.210, 46.490 False
110.047, 129.486, 0.207, 46.510 False
110.042, 129.483, 0.217, 46.584 False
110.024, 129.476, 0.243, 46.605 False
